# Text export 
# created by voodoo camera tracker - www.digilab.uni-hannover.de
# Creation date: Tue Jun 18 15:21:37 2019
# The camera (one line per frame) 
#
# Description of the CAHV camera model:
# -------------
# (Cx, Cy, Cz)    : CameraPosition [mm]
# (Ax, Ay, Az)    : RotationAxis2  [unit vector]
# (Hx, Hy, Hz)    : RotationAxis0 [pel] (including FocalLength, PixelSizeX, and Principal Point offset) 
# (Vx, Vy, Vz)    : RotationAxis1 [pel] (including FocalLength, PixelSizeY, and Principal Point offset) 
# (K3, K5)        : Radialdistortion;	K3 [1/(mm)^2]	K5 [1/(mm)^4]
# (sx, sy)        : PixelSize	[mm/pel]
# (Width, Height) : ImageSize	[pel]
# -------------
# (ppx, ppy)      : Principal Point offset [pel]
# f               : Focal Length [mm]
# fov             : Horizontal Field of View [degree] = (2*atan(0.5*Width*sx/f)*180/PI;
# (H0x, H0y, H0z) : RotationAxis0 [unit vector]
# (V0x, V0y, V0z) : RotationAxis1 [unit vector]
# -------------
# (x, y)          : image coordinates [pel]
# (X, Y, Z)       : 3D coordinates [mm]
# -------------
# Projection of 3D coordinates in the camera image:
#  [ x' ] =  [ Hx Hy Hz ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [ Vx Vy Vz ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [ Ax Ay Az ] [ 0 0 1 -Cz] [ Z ]
#                                      [ 1 ]
# or 
#  [ x' ] =  [f/sx 0    ppx] [ H0x H0y H0z ] [ 1 0 0 -Cx] [ X ]
#  [ y' ] =  [0    f/sy ppy] [ V0x V0y V0z ] [ 0 1 0 -Cy] [ Y ]
#  [ z' ] =  [0    0    1  ] [ Ax  Ay  Az  ] [ 0 0 1 -Cz] [ Z ]
#                                                         [ 1 ]
# then x = x'/z' and y = y'/z' , if the origin of the image coordinates is in the center of the image
# or x = x'/z' + 0.5*(Width-1) and y = y'/z' + 0.5*(Height-1) , if the origin of the image coordinates is in the upper left corner
# -------------
# Cx Cy Cz Ax Ay Az Hx Hy Hz Vx Vy Vz K3 K5 sx sy Width Height ppx ppy f fov H0x H0y H0z V0x V0y V0z
#
#timeindex 1
-0.0071862033	0.0051277818	0.0440844828	-0.0163845579	-0.0191811369	0.9996817645	975.7982225759	-0.2835130401	15.9876722344	-0.0247881739	1040.7996158656	19.9696687947	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	10.4099117608	36.3078718722	0.9998657638	-0.0002905057	0.0163819996	-0.0000238121	0.9998159829	0.0191833219	
#timeindex 2
-0.0340812051	0.0024868159	0.1400633076	-0.0148187914	-0.0202199495	0.9996857291	975.8220430134	-0.0791707894	14.4634479486	-0.2275245635	1040.7783481718	21.0477286539	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	-0.0000000000	10.4099117608	36.3078718722	0.9998901718	-0.0000811235	0.0148201812	-0.0002185653	0.9997955526	0.0202189309	
#timeindex 3
-0.0647568405	-0.0013694848	0.2391445349	-0.0157365016	-0.0245844421	0.9995738931	975.8018748030	3.1853306890	15.4405966433	-3.8011433082	1040.6709971707	25.5353799560	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	10.4099117608	36.3078718722	0.9998695061	0.0032638952	0.0158214307	-0.0036514654	0.9996924288	0.0245298717	
#timeindex 4
-0.0972587387	-0.0072958260	0.3369890675	-0.0160442641	-0.0275543298	0.9994915410	975.7496560204	9.8270825981	15.9340656784	-10.9452143262	1040.5431228483	28.5103568650	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	0.0000000000	10.4099117608	36.3078718722	0.9998159994	0.0100694623	0.0163270709	-0.0105142239	0.9995695898	0.0273877027	
#timeindex 5
-0.1338357732	-0.0121965193	0.4325326886	-0.0112279514	-0.0285215549	0.9995301166	975.6976293414	17.8999785976	11.4710108227	-19.4333213443	1040.3924919333	29.4692623343	0.0000000000	0.0000000000	0.0106666667	0.0100000000	640	360	0.0000000000	-0.0000000000	10.4099117608	36.3078718722	0.9997626895	0.0183414720	0.0117539372	-0.0186680942	0.9994248903	0.0283088493	
#timeindex 6
